date,headlines,fed_rate
2014-04-01,"Billionaire Takes Up Fight Against African Poachers  Pledges to provide a helicopter &amp;"" a multi-million dollar investment to protect South Africas rhinos. Guardian and Washington Post win Pulitzer prize for NSA revelations | Media Russian paramilitary leaders in eastern Ukraine caught on tape communicating with Moscow Ukraine has asked the UN for troops Drugs giant GlaxoSmithKline bribed doctors to boost sales says whistleblower"""" Russian forces spotted on ground in eastern Ukraine: Bloomberg Canadians' mental-health info routinely shared with FBI U.S. customs"""" Poland: NATO should send troops to east Europe ignore Russia's objections"""" Russian economy may see zero growth this year because of the Ukraine crisis Russia's finance minister has admitted"""" Guantnamo hearings halted amid accusations of FBI spying on legal team | World news Russia on brink of financial crisis as showdown with West escalates - Country's private companies shut out of global bond markets raising prospect that they may need state support."""" Red Hot Chili Peppers music used to torture prisoners in Guantnamo Bay Smog-hit China is set to pass a new law that would give Beijing more powers to shut polluting factories and punish officials and even place protected regions off-limits to industrial development"""" A survey released Tuesday -- the first comprehensive one of its kind - says that only 10 killers of 908 environmental activists slain around the world over the past decade have been convicted Malta legalises same-sex civil unions/marriage U.S. Is Considering Sending Arms To Ukraine Nigeria unrest: 'Attackers abduct 200 schoolgirls' Chernobyl Sarcophagus Jeapordised by Crisis in Ukraine: The political crisis in Ukraine is severely hampering efforts to build a new radioactive containment structure over the site of the Chernobyl nuclear meltdown. Russia says Ukraine on brink of civil war North Korean officials visit salon in London over Kim Jong-un 'bad hair' advert CIA chief visited Kiev over the weekend: White House Russia Tests Multi-Warhead ICBM Pro-Russian Ukrainian police help foil Ukraine crackdown in east Morocco Women March to Demand Gender Equality - Ccarried banners demanding """"""""equality as a right not a privilege""""""""."""" Russia warns against use of force against protesters in Ukraine: Russia's foreign minister has said intervention by Ukrainian authorities to stop pro-Russian protesters in eastern Ukraine would set back diplomatic talks. Ukraine has announced an """"""""anti-terrorist"""""""" operation in the east."""""";;;;;;;",0.09
2014-06-01,"Secular triumph as British government bans creationism from free schools and academies Baghdad has formally called on the United States to launch air strikes against jihadist militants Japan makes possession of child pornography a punishable offense ISIS begins assault on Baghdad: Gunmen attack North of Iraqi Capital NHS 'world's best healthcare system';"" healthcare provision in US the worst. Saudis give apparent warning to Iran: don't meddle in Iraq World Cup Produces Arrest of Mexican Drug Lord Going to Game Kim Jong-un's latest propaganda video reveals Russian cruise missile potentially in violation of sanctions"""" 20 000 Elephants Were Poached in Africa in 2013"""" New NSA Revelations: Inside Snowden's Germany File. An analysis of secret documents leaked by Edward Snowden demonstrates that the NSA is more active in Germany than anywhere else in Europe -- and that data collected here may have helped kill suspected terrorists. Hundreds of teenage boys suffered brutal physical and sexual abuse at an Australian naval base Scientists Baffled After Discovering Mysterious Man Hidden Beneath Picasso Masterpiece World peace declining after long post-WWII improvement: Study. World peace has deteriorated steadily over the last seven years with wars militant attacks and crime reversing six earlier decades of gradual improvement a global security report said on Wednesday."""" Australia buys up enters Asian arms race: """"""""Australia is now the seventh-largest importer of major arms in the world and the biggest customer of the largest weapons producer the US"""""""""""" Largest Active Volcano on Earth Rumbles Back to Life - The world's biggest active volcano Hawaii's towering Mauna Loa may be rumbling back to life according to the Hawaii Volcano Observatory."""" US may blacklist Thailand after prawn (shrimp) trade slavery revelations Several people feared dead after explosion hits World Cup viewing center in northeast Nigeria YouTube to block Indie music as a music subscription service is launched German security firm finds spyware on Chinese-made smartphone Despite Protests Canada Approves Northern Gateway Oil Pipeline - It'll run from the Alberta oil sands to British Columbia coast. Opponents in British Columbia who span the political spectrum threaten to block it altogether fearing it'll make the province vulnerable to an oil spill."""" Earth has its Warmest May on Record Globally Spring could be Warmest"""" Youtube to start blocking indie artists &amp"";""labels that don't sign up for their new paid service A boat carrying 97 people from Indonesia sank off the western coast of Malaysia and 61 of the passengers are still missing the Malaysian Maritime Enforcement Agency said"""" China is building artificial islands in the South China Sea that it claims as its own. China can use the islands to claim the 200 miles around them as its Exclusive Economic Zone"";"" the islands may also be used for Chinese military activities alarming Vietnam the Philippines and other countries."""" Iraq crisis: Isis seizes Baiji oil refinery  live updates"";;;;;",0.1
2014-08-01,"Campaign Mounts to Declassify 9/11 Reports References to Alleged Saudi Involvement Snowden granted 3-yr residence permit Chinese city bans anyone with Islamic clothing or a 'big beard' from boarding buses after terror attacks across the country Israel proposes ceasefire extension;"" Hamas declines Netanyahu: Hamas accepted the exact ceasefire they rejected three weeks earlier. 90% of all casualties could have been avoided Russian Poacher Faces 7 Years in Prison for Killing Extremely Rare Amur Leopard. Fewer than 50 remain in the wild. France Passes Sweeping Gender Equality Law - At a time when women in many parts of the world are seeing their rights restricted violated &amp"";"" disrespected France has set an important example."""""""" 'Ensuring a womans right to control her fertility is fundamental to achieving gender equality.'"""" The 1% May Be Richer Than You Think Research Shows"""" Isis seizes Iraq's largest Christian town 40 000 Iraqis stranded on mountain as Isis jihadists threaten death"""" Ecuador to open embassy in 'Palestine' president cancels visit to Israel"""" Turkey airdrops aid to starving Iraqi refugees stranded on mountain Jimmy Carter slams Israel in pro-Palestine op-ed 'Help Israel avoid war crimes charges ' Netanyahu urges US lawmakers"""" New Hepatitis-C drug 99% cheaper in India Ebola survivors shunned as zombies in Guinea The CDC has issued its highest alert for an all-hands on deck response to the Ebola crisis in West Africa. Spacecraft catches comet after 10-year chase Russia will ban all imports of food from the United States and all fruit and vegetables from Europe the state news agency reported on Wednesday a sweeping response to Western sanctions imposed over its support for rebels in Ukraine."""" Russia publishes list of banned EU and US foods in sanctions response EU proposes Gaza reconstruction for Hamas disarmament IDF orders West Bank village land seized for settler road 40 Yazidi children killed in Islamic State attack Russian Hackers Stole 1.2 Billion Passwords Fukushima reactor 3 meltdown was worse than estimated: Tepco"";;;;;; Australia: Conservationists making last ditch plea to fed. govt to help prevent endangered black cockatoos from becoming extinct due to the felling of their pine forest - Perth people love their birds &amp; this is an iconic species. We need the state &amp;"" federal govt to take urgent action over this. SAS Delta Force and Seal Team 6 forming hunter killer unit to 'smash Islamic State'"""" More than 720 whales have been harpooned in Norway in the most deadly hunting season since the Government began defying an international ban in 1993. 30 Metre Wide Sinkhole Appears in Durham England - So deep its bottom can't be seen. Gaping void discovered by woman walking dog still growing in size. """"""""The sound was phenomenal. We could hear rumbling &amp""; smashing &amp;"" crashing from down below."""""""""""" Congo declares Ebola outbreak Indias Untouchables Still Being Forced to Collect Human Waste by Hand - Practice of forcing low-caste people in Indian communities to remove accumulated human waste from latrines is continuing despite legal prohibitions according to new report."""" A column of Russian tanks and armored vehicles has crossed into southeastern Ukraine Mayor of London says Britons visiting Iraq or Syria should be presumed terrorists Assange scheduled to help Kim Dotcom drop 'bombshell' on NZ prime minister 5 days before the NZ elections. Iran Sends Tanks to Iraq to Fight ISIS Burger King in merger talks with Canada's Tim Hortons An American journalist kidnapped in Syria nearly two years ago has been freed and handed over to U.N. representatives after Qatari mediation helped lead to his release. ISIS captures major military base in Syria using a child suicide bomber 7.0 Earthquake in Tambo Peru"""" 70 percent of Israelis living near Gaza have left | i24news French PM presents government resignation 'Sex superbug': Concerns over spread of highly resistant gonorrhoea strain found in Australia US 'set to launch air strikes' on senior Isis leaders in Syria Tunnels as tall as the Eiffel Tower discovered under Antarctic ice 'Incredible' rate of polar ice loss alarms scientists 'Widespread methane leakage' from ocean floor off US coast 110 rockets fired at Israel since midnight as barrages continue Ukraine border guards clash with rebels near Russian border: military Hamas fires 23 mortars at crossing used for humanitarian aid supplies. Jihad Made in Kosovo | Over the span of two days 43 Islamic extremists were arrested in Kosovo. Dozens more are under watch both at home and in the Middle East. As fears of terror attacks grow Kosovo is clamping down"""""";;;;",0.09
2014-12-01,"North Korea's internet is offline;"" massive DDOS attack presumed SAUDI OIL MINISTER: I Don't Care If Prices Crash To $20  We're Not Budging ISIL sex slavery has pushed women and girls from Iraq's Yazidi minority to suicide Ukraine votes to drop neutral NATO status The United States on Monday slammed North Korea as a """"""""living nightmare"""""""" for its citizens at the first-ever UN Security Council meeting on Pyongyang's dismal rights record. The unprecedented talks at the 15-member council opened after China Pyongyang's ally failed to block the meeting."""" Oil spill sullies World Heritage Site home of the famous swimming Bengal tigers some of the last of their kind in the world - The Sundarbans part of world's largest mangrove forest stretching across India &amp"";"" Bangladesh have been tarnished by the 350 000-liter oil spill."""" Russian diplomat: """"""""Ukraine's renunciation of its 'non-aligned' Nato status it's an unfriendly step towards us"""""""""""" $300 000 in gold missing from Ukraine Central Bank after swapped for lead bricks"""" Tunisia election: anti-Islamist party claims victory US Corporations claim billion in Assets in Cuba. And now they want it back. Google has now forgotten more than a quarter-million URLs agreeing to about 40 percent of the requested URL removals that it has received after EU's Court of Justice issued ruling that allowed EU citizens to have search results unlinked from their names online. Algeria kills leader of jihadists behind Frenchman's beheading: TV North Korea's Internet links restored amid U.S. hacking dispute UN expert calls for prosecution of CIA US officials for crimes committed during interrogations"""" Rock found in Russian mine containing 30 000 tiny diamonds."""" Bedbug bait and trap invented by Simon Fraser University scientists The police raids on Kim Dotcom's mansion were legal the New Zealand Supreme Court has ruled"""" Kurdish group fighting Islamic State tells America: Stop calling us terrorists NASA Takes Giant Leaps on the Journey to Mars Eyes Our Home Planet and the Distant Universe Tests Technologies and Improves the Skies Above in 2014"""" Iraq TV show makes 'terrorists' confront victims Coca Cola to open Gaza factory UN: Satellite images show 290 heritage sites in Syria whose history stretches back to the dawn of civilization have been damaged by war"""" A German author spends time with IS jihadists and sees how confident they are to carry out their brutal plan. """"""""It is terrifying that a group could be so enthusiastic about killing hundreds of millions of people."""""""""""" Alibaba spent $161 million fighting fakes since 2013 Top 500 companies' carbon emissions rise despite calls for cuts | Report on worlds biggest 500 firms by capitalisation shows emissions are not in line with UN calls to avoid dangerous climate change"";;;;;; Solar Power Storage Prices Drop 25% In Germany In &lt;1 Year North Korea Hit Again By Internet Outage;"" Experts Now Doubt Its Hand In Sony Cyber Attack ARCHAEOLOGY - Massive ancient underground city discovered in Turkey's Nevehir Reopen investigation into Westminster pedophile whistleblower deaths  MP Taliban declare 'defeat' of U.S. allies in Afghanistan."""" British Falklands defence review after military deal between Russia and Argentina. Moscow will swap 12 Su-24 supersonic all-weather attack aircraft for Argentinian beef and wheat"""" Virgin Confirms Fault On Plane Circling Over UK Photo of 'women murdered for refusing sex jihad is fake The German chancellor's office has fallen victim to a hacking attack according to a German newspaper. The Regin malware in question has been linked to British and US spy agencies."""" Thirty-seven children whose parents were killed in the recent Israel-Gaza conflict have been prevented by Hamas from visiting Israel on a trip organised by peace activists. One Dead And 15 000 Stranded In French Alps"""" IED blows up in Bangalore high alert in India"""" Rise of Spanish populists overturns two-party system Iran could become a """"""""very successful regional power"""""""" if Tehran agrees to a long-term deal to curb its nuclear program President Barack Obama said in an interview with NPR News."""" Greek MPs have rejected the presidential candidate nominated by Prime Minister Antonis Samaras triggering a snap general election."""" Islamic State executed nearly 2 000 people in six months"""" The leader of one of Mexico's first anti-crime vigilante groups was arrested along with 26 supporters over a shootout that killed his son and 10 others Gmail has been blocked in China Egyptian writer to face trial for 'insulting Islam' Reports reveal scale of destruction of Syrias world historic heritage Russia will supply coal and electricity to Kiev without advance payment ISIS executes more doctors in Mosul Russia shows first sign of recession as GDP contracts: he Russian economy contracted by 0.5% in November AirAsia plane likely 'at bottom of the sea ' says search chief"""" AirAsia Flight's Altitude Request Was Refused"";;;;;;",0.12
2015-01-01,"Greece's new finance minister Yanis Varoufakis is Valve's former Steam Market economist Hershey's has blocked British-made Cadbury chocolate from entering the US. FBI arrests Russian spy in the Bronx Regin Malware Unmasked as NSA Tool after SPIEGEL Publishes Source Code Russia's Credit Rating Cut To 'Junk' By S&amp;""P Anti-vaccination group encourages parents in Australia to join fake church to avoid """"""""no jab no play"""""""" childcare laws"""" Decapitation Marks the Beginning of Saudi King Salman Reign MILF massacres 49 members of Philippine National Police - Special Action Force during an encounter at Maguindanao Philippines"""" Argentine President Cristina Fernandez de Kirchner announces plans to dissolve country's intelligence agency Ukraine miners rescued after shelling left them trapped A Costa Rican court acquitted seven men Monday accused in the brutal murder of environmentalist Jairo Mora and the rape of four volunteers who worked with him to protect sea turtles Greeces new prime minister wants Germany to pay for Nazi war crimes Iran is ditching the US Dollar. North Korea slams shamelessness of Israel "" calling it a rogue group that poses a nuclear threat and commits terrorist attack[s] against neighboring countries."""" Chinese officials feasted on endangered salamander then beat journalists: report"""" Assad: Erdogan is personally responsible for Syrian chaos 1.5M Lifted Out of Poverty in Ecuador under Correa Ukrainian rebel attacks on city of Mariupol are condemned by the UN as a war crime U.S. 'Cannot Stop' Russian Nuclear Missiles  Deputy Prime Minister: Deputy Prime Minister Dmitry Rogozin who overseas Russia's military-industrial complex boasted of unspecified breakthroughs in Russian military technology during a talk show on the state-run Rossiya 1 TV channel on Sunday night."""" UK economic growth hits 2.6% in 2014 fastest growth since 2007"""" Militants attack top Libya hotel ISIS claims responsibility"""" Greece debt repayment in full 'unrealistic' - Syriza Greece's New Prime Minister Wants Germany To Pay For Nazi War Crimes Canadian forces engage in two (more) gunfights with ISIS on the ground in Iraq Ukraine turns to International Criminal Court over terrorist killings - President Poroshenko said today that he will give the EU ample evidence of who is behind the recent shelling of the city of Mariupol in which more than 20 people died and that he would refer this case and others to the ICC"""""";;;;;;;",0.11
2015-02-01,"Westminster child abuse scandal: KGB and CIA kept secret dossiers on Britain's VIP paedophiles;"" Both Russian and US intelligence knew about a group of powerful paedophiles operating in Britain and the KGB hoped to blackmail them in exchange for information A new guard for Asgard: Iceland building first temple to Norse gods in 1 000 years"""" Pagan priest wants the theft of a statue of the Irish God of the Sea 'Manannn Mac Lr' to be treated as a hate crime 'Suppressed' EU report could have banned pesticides worth billions - Science paper recommended ways of identifying hormone-mimicking chemicals in pesticides linked to foetal abnormalities genital mutations infertility and other diseases including cancer"""" The 4 surviving copies of the 1215 Magna Carta brought together for 1st time in London for 800th anniversary - It's one of the 1st steps towards parliamentary democracy &amp"";"" includes the principle that no one was above the law including the king"""" Tech pioneer Phil Zimmermann calls David Cameron's anti-encryption plans 'absurd' - PGP inventor rubbishes Tory plans to ban encryption and says modern commerce depends on it: End-to-end encryption is everywhere now Thousands march for democracy in Hong Kong ISIS getting 'desperate ' struggling to replenish fighters says US-based advisory firm"""" Deforestation of the Amazon linked to Brazil's worst drought in history causing many cities to start enforcing severe water rationing"""" Mugabe Dismisses Male-Female Equality: """"""""Its not possible that women can be at par with men "" said the incoming chairman of the African Union Zimbabwean President Robert Mugabe."""" Complaints against police reach a record high American employee of Israeli defense firm Elbit mysteriously dies in Saudi Arabia. Saudi authorities say Chris Cramer committed suicide but family insists he was murdered."""" South Korea Wants Japan to Apologize to WWII Sex Slaves Less Than A Week After Failing Last Attempt UK Lords Try To Sneak Through Snooper's Charter Once Again"""" ISIS Is Handing Out Stolen U.N. Humanitarian Aid With Its Own Logo The pro-Russian separatist leader in eastern Ukraine's rebel hub of Donetsk vowed Monday to mobilize 100 000 fighters for their latest offensive against Kiev forces."""" Obama: Greece needs growth not more austerity"""" One of two Russian bombers carried a nuke while flying over the English Channel - British MoD source SpaceX and Google form joint partnership to bring Internet access to the world Tens of thousands of longtime Palestinian refugees in a camp on the outskirts of the Syrian capital have been cut off from United Nations emergency aid for nearly two months by armed groups that are preventing access Fire Guts Major Russian Library Destroying Millions of Books documents - Vladimir Fortov president of Russian Academy of Sciences' compares it to a """"""""cultural Chernobyl"""""""""""" 8 700 people file lawsuit against Japanese newspaper's articles on 'Sex Slaves' of World War II arguing that they """"""""damaged Japanese people's personal rights and honour"""""""""""" Michelangelo bronzes discovered. US considers providing arms to Ukraine as rebels step up attacks says report"""" Syriza-led Greek parliament will never ratify TTIP"";;;;;;",0.11
2015-03-01,"Germanwings Pilot Was Locked Out of Cockpit Before Crash in France Germanwings plane crash: Co-pilot 'started descent' GermanWings 9525 - Villagers in Alps show solidarity and are welcoming victims families in hotels and their homes for free. Have also set-up a temporary chapel in the school gym and offered to act as translators to the families. Both major Australian political parties pass sweeping mass surveillance laws. Phone &amp;"" Internet records to be kept for 2 years U.S. Ready to Back Iran With Airstrikes Against ISIS: Iran and the U.S. say theyve been fighting parallel wars in Iraq. But those two campaigns appear ready to become one Chechnya Speaker Vows To Arm Mexico If U.S. Gives Weapons To Ukraine A bomb blast ripped through the Istanbul offices of a radical pro-ISIS magazine killing a writer and wounding its editor-in-chief as well as two other people on Wednesday night."""" UK drew wrong conclusion from its neonicotinoids study scientist says - Reanalysis of a Food &amp"";"" Environment Agency study may provide 1st conclusive evidence that neonicotinoids pesticides are a key factor in bee decline despite it originally being used to support the opposite view"""" Scotland is to ban smoking in cars with children bringing it into line with forthcoming legislation in England and Wales to protect young people from secondhand smoke."""" Russia prepares to lease 12 bombers to Argentina Saudi warplanes bomb Houthi positions in Yemen US hands over 10 armored Humvees to Ukraine Putin drafts another 150 000 men into Russian army"""" Armenia recognizes Assyrian and Greek genocides Amnesty International charges Palestinians with war crimes during Gaza conflict EU hopes to abolish Internet geoblocking - The European Commission has said it is resolved to do away with the common practice of the user IP-based blocking of some digital content on the Internet. It said geoblocking stood in the way of a modern digital market Falkland Islands Fear Russian Backed Attack Support for the death penalty among the British public has dropped below 50% for the first time despite it being suspended 50 years ago Researchers say antidepressants have sexual side effects in teens too and the effects haven't been widely studied. """"""""We are essentially conducting an experiment on our kids""""""""."""" Norway parliament approves new climate change law. Overwhelming majority of lawmakers back plans for country to draft tough legislation to address greenhouse gas emissions Germany bans Islamist militant group Tauhid Germany Iran asks for immediate halt to military operations in Yemen Egyptian security and military officials say Saudi Arabia and Egypt will lead a ground operation in Yemen against Shiite rebels and their allies after a campaign of airstrikes to weaken them. Israel suspends E.Jerusalem settlement building plan Ukraine crisis: Four dead as passenger bus hits landmine"";;;;;;",0.11
2015-04-01,"Russian fighter's confession that he killed 15 Ukrainian prisoners of war may be considered evidence of war crimes The Greek government says Germany owes Greece nearly 279bn (204bn;"" $303bn) in war reparations for the Nazi occupation during World War Two. It is the first time Greece has officially calculated what Germany allegedly owes it for Nazi atrocities and looting during the 1940s. U.S. expected to remove Cuba from state sponsors of terrorism list. China will keep records of """"""""uncivilised"""""""" behaviour by its tourists for up to two years the country's tourism agency said on Tuesday to combat a spate of incidents abroad in recent years which it said reflected badly on the country's image."""" Child sex abuse victim Richard Kerr: I was molested by powerful people in London A former spy has described the debate within the CIA over the arrest rendition and torture of Canadian Maher Arar saying multiple colleagues warned against it because they were convinced they were punishing an innocent man"""" Barack Obama rejects Benjamin Netanyahus call for Iran to recognize Israel Insecticide Blamed for Monarch Butterfly Decline Police in India announce plans to deploy crowd control drones that """"""""can be used to shower pepper powder on an unruly mob in case of any trouble."""" Boko Haram disguised as preachers kill at least 24 in Nigeria Islamic State brings down Syria's historical Virgin Mary Church Australian ISPs ordered to hand over the identities of thousands of people who allegedly shared a movie online. Yemen: Saudi airstrike hit school Former Israeli military intelligence chief Amos Yadlin says Iran deal isn't a bad agreement Captain deliberately sank illegal fishing vessel claim Sea Shepherd rescuers - Conservationist groups 4-month pursuit of Thunder ended off west Africa with the captain cheering &amp"";"" applauding as the boat went down say rescue crew"""" Reports of Russian Nuclear Submarine On Fire Italian Holocaust survivors to skip Liberation Day parade after Jewish group banned Iraqi teams start exhuming mass grave of soldiers in Tikrit. Last year ISIS captured around 1 700 soldiers as they were trying to flee Camp Speicher and killed them."""" 'World's oldest person' dies after holding title for just six days. Russia Readying Up To $1.2 Billion For Tajikistan To Fight Against ISIS. Turkey Deports German Photojournalist Who was to Cover Armenian Genocide Article More than 1 million Swedish Internet users' search patterns can be monitored through a 'spy code' within Webpage Screeshot program IT security experts warn"""" Women from Sierra Leone 'sold like slaves' into domestic work in Kuwait | Pete Pattisson | Global development El Salvador sees most deadly month in 10 years as violence overwhelms nation Top nuclear experts endorse Iran deal"";;;;;; A federal judge in Washington handed down a life sentence to the first of four Blackwater Worldwide guards to be sentenced in the 2007 shooting that killed 14 unarmed Iraqis and injured others in a Baghdad traffic circle. South Korean businessman commits suicide leaving behind a list of supposed brides he has paid to politicians. List includes current Prime Minister and two former Chiefs of Staff. Liquid Medical Marijuana Shows Promise Against Severe Epilepsy World's first cloned camel becomes six years old and pregnant Supreme Court of Canada declares Canadian legislation requiring mandatory minimum sentences for gun crimes is unconstitutional. London gay cure event cancelled after thousands complain Israel among the least religious countries in the world Tumbling interest rates in Europe leaves some banks OWING money on loans to borrowers A former Blackwater guard has been sentenced to life in prison and three others to 30 years over the killing of 14 Iraqi civilians in 2007. Nicholas Slatten and three others were convicted last year for the killings in Baghdad's crowded Nisoor Square. Israel thwarts Hamas shooting attack plan Report: Greece is getting ready to default Panel deems Japanese Antarctic whaling plan unconvincing;"" lacks a convincing explanation of why it needs to kill the mammals. A Demand For Net Neutrality Roils India Campaign Reaches Crescendo: 400 000 emails in the past three days asking to safeguard internet neutrality have been sent to the countrys telecom regulator (TRAI) which is currently being bombarded at the rate of 10 000 mails per minute"""" German Chancellor Angela Merkel urges unified approach to removal of sanctions against Iran Kerry thanks Russia for its assistance in evacuating Americas from Yemen Radiation at Fukushima reactor measured high enough to kill a person within one hour Chile's President Michelle Bachelet Signs Same-Sex Civil Union Law starting in 6 months Same-Sex couples will be able to inherit each other's property join a partner's health plan and receive pension benefits"""" A draconian cybercrime law is on the cards in Pakistan that can see internet users imprisoned and fined for sharing information that the government deems inappropriate vulgar or """"""""against the glory of Islam"""""""""""" Scrap fossil fuel subsidies now and bring in carbon tax says World Bank chief"""" Turkish President Erdoan warns Pope Francis not to repeat mistake about Armenian claims An IDF soldier from a West Bank settlement was indicted Monday for espionage and is accused of passing information of future IDF actions to far-right settlers."""" Serious flaw found in nuclear plant under construction in France Stung by Popes Remarks on Armenian Genocide Turkish Minister Insults Argentina"""" UK opposes international ban on developing 'killer robots' Turkish hackers hit the Vaticans website after Pope Francis referred to the mass killings of Armenians by Turks as a genocide"";;;;;;; Japan overtakes China as top holder of US Treasury Debt Ousted Ukraine president's ally found shot dead in Kiev home | Oleg Kalashnikov was a member of Viktor Yanukovychs parliament;"" Six Yanukovych-era government officials have died over last two months Ukrainian journalist Oles Buzina a vocal critic of current Ukrainian govt was murdered in Kiev."""" A book on Islamophobia written by late Charlie Hebdo editor Charb completed two days before he was killed in an attack on the weekly's Paris offices on January 7 is to be published on Thursday"""" BP dropped green energy projects worth billions to focus on fossil fuels European Parliament passes bill urging Turkey to acknowledge the atrocities committed against Armenians bewteen 1915-1917 as a Genocide A 250-year-old leather dildo has been discovered by archaeologists in an ancient toilet in Poland. Czech proclaims new sovereign state between Serbia and Croatia on 7 sq kms of no-mans land which was not claimed by either nation Malawi leader signs bill raising marriage age to 18 World Bank breaks its own rules as 3.4 million people are forced off their land Russian Defence Minister Sergei Shoigu blamed the United States and its allies for the conflict in Ukraine saying their drive to bring Kiev closer to the West was a threat to Moscow and had forced it to react."""" Japan scrambles fighters at near-unprecedented levels in response to foreign aircraft - mainly Russian and Chinese - approaching its airspace. Former IMF chief under investigation for money laundering Mexico Issues Alert In 5 States Over Stolen Radioactive Material Iridium-192 Israel joins Chinese infrastructure bank despite US opposition. Municipalities across Canada drop public prayers the day after Canadian Supreme Court unanimously strikes down public prayer in Quebec ruling. The king of Spain receives a Game of Thrones DVD set as present from anti-monarchical politician French government is currently passing a bill of """"""""global surveillance"""""""" on internet."""" Greece in talks with Russia to buy missiles for S-300 Iran ready to cooperate with Russia China and India to oppose NATO expansion eastwards says Iranian defense minister Hossein Dehghan"""" Ukrainian parliament recognizes militia that collaborated with Nazis - Diaspora France Stands Firm Over Gay Ambassador to Vatican Ukraine Security Chief Blasted for Targeting Jews Pope Francis: Gender theory is the problem not the solution"""" South African mobs with machetes target foreigners - CNN.com"";;;;;;;",0.12
2015-10-01,"Trans-Pacific Partnership Trade Deal Is Reached Previously Unknown Lines to the 'Epic of Gilgamesh' discovered in stolen cuneiform tablet - A serendipitous deal between a history museum &amp;"" a smuggler has provided new insight into one of the most famous stories ever told Montreal to dump 8 billion liters of sewage in the St. Lawrence River Human rights are no longer a 'top priority' for the UK Government says Foreign Office chief"""" ISIS militants blow up ancient Arch of Triumph in Palmyra Obama has ordered the Pentagon to directly provide ammunition and weapons to Syrian opposition forces on the ground."""" Snipers have been pictured in Manchester city centre as thousands march in protest to cuts coinciding with the Conservative Party conference. Armed police can be seen on the roof of the Great Northern complex in images that have been widely shared on social media."""" The World Bank has said that for the first time less than 10% of the world's population will be living in extreme poverty by the end of 2015. BBC admits faking impressive volcano footage for Patagonia TV documentary that went viral Nigerian Governor promises to return money he stole but only if he is re-elected"""" Chile to create one of world's largest marine parks around Easter Island. Plans put forward by the local people will ban fishing in over 600 000 sq km of the Pacific ocean"""" Australian Doctors Successfully Reattach Baby's Internally Decapitated Head Following Serious Car Crash France moves closer to passing controversial surveillance law.Despite firm criticism from civil liberties groups the bill has faced minimal opposition from the public and the political classes."""" Holocaust historians criticise Austrias plan to jail Jewish author who inventoried property stolen from Jews in Vienna Australia- The government called in the Federal Police to investigate information leaks from the Nauru detention camp six times in as many months prompting claims it is pursuing whistleblowers instead of those who allegedly assaulted and raped asylum seekers."""" Air France bosses attacked by angry workers after announcing huge job losses Syrian rebels call for regional alliance against Russia and Iran German authorities now expect up to 1.5 million migrants in 2015: newspaper Defiant Chinese reporter claims police work with propaganda machine to sway public opinion. Liu recounted how the police try to draw out confessions and then air them on state television to shame suspects and sway public perceptions ahead of their trials. Nato warns russia over syria strikes England's shoppers say goodbye to free plastic bags Tens of thousands protest against UK government Iraqi prime minister says he would welcome Russian airstrikes in Iraq Dozens of Islamist Saudi Arabian clerics have called on Arab and Muslim countries to """"""""give all moral material political and military"""""""" support to what they term a jihad or holy war against Syria's government and its Iranian and Russian backers."""" Germany needs to limit refugee influx close borders: Merkel allies"""""";;;;;;;",0.12
2016-02-01,"Obama Going to Cuba; First Visit by U.S. President in 88 Years David Cameron blocks compulsory sex education in classrooms across the UK Uganda shuts down social media;"" candidates arrested on election day Japanese TV anchors lose their jobs for lack of """"""""fairness"""""""" reporting"""" Cairo court sentences 4-year-old boy to life in jail for murder disturbance of the peace and damaging state property. Crimes that the boy alledgedly commited two years ago - Middle East"""" Finland starts non-stop flights from Helsinki to Baghdad for refugees who want to go back Jerusalems Zion Square to be renamed for teen fatally stabbed at gay pride parade Ocean levels in the Philippines rising at 5 times the global average - Globally sea levels are going up but there are big regional differences."""" Pope: Bishops Who Reassign Suspect Pedophiles Should Resign The Canadian government on Thursday delayed for a second time a ruling on whether waste from nuclear power plants can be permanently stored underground less than a mile from Lake Huron a proposal that has drawn fierce opposition on both sides of the border"""" Jewish group attacks York University over anti-Semitic move to divest from weapons manufacturers Australian Court rules Shenhua (a Chinese coal mining company) may destroy koala habitat for huge coalmine 150 allegedly 'burned alive by Turkish military' during crackdown on Kurdistan Workers Party (PKK) Venezuela raises gas prices 6 200% still has the lowest gas prices in the world"""" Virgin Galactic is set to reveal its new space plane Friday Seouls spy service says North Korea preparing attacks on South On the Run from the Islamic State Assyrians Are Trying to Save Their Heritage"""" U.S. Spurns Turkey Demand to Cut Kurdish Ties After Bombing Isis sending children to die at unprecedented rate report warns: Analysis of 89 deaths of minors finds 39% drove vehicles laden with explosives while a third died as foot soldiers"""" The Hubble Space Telescope has given scientists their sharpest-ever look at a known galaxy containing an enormous black hole. U.S. stationing tanks and artillery in classified Norwegian caves First known sexual transmission of Zika virus in U.S. was eight years ago Colombias top cop resigns amid male prostitution scandal. The Inspector General has vowed to investigate allegations that senior police officers were also pimping young cops to members of Colombias congress. Kurds Warn Turkey of Big War With Russia If Troops Enter Syria UN: Hamas tunnel threats not helpful for Gaza reconstruction"";;;;;;",0.38
